"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"*SPOILERS!* When I first saw the preview for this, it looked like a good old fashioned hallmark movie. I love bluegrass music, so I couldn't wait to see it. When we rented the movie, we read the back and it sounded even better. The film was pretty boring for the first half, every now and then a song would be played. Then (i'm embarrassed typing this)a lesbian love seen came in. I that ther was something more then friendship between the teachers but I certainly didn't expect nudity and prolonged make out sessions. I was watching this with my mother and I was quite embarrassed, because I picked this movie. But besides that, it was an [[okay]] movie. The acting was fine, the actress who played Deladis was great. To be honest, the soundtrack was the best part of the movie. I don't care to see the movie again but","*SPOILERS!* When I first saw the preview for this, it looked like a good old fashioned hallmark movie. I love bluegrass music, so I couldn't wait to see it. When we rented the movie, we read the back and it sounded even better. The film was pretty boring for the first half, every now and then a song would be played. Then (i'm embarrassed typing this)a lesbian love seen came in. I that ther was something more then friendship between the teachers but I certainly didn't expect nudity and prolonged make out sessions. I was watching this with my mother and I was quite embarrassed, because I picked this movie. But besides that, it was an [[enjoyable]] movie. The acting was fine, the actress who played Deladis was great. To be honest, the soundtrack was the best part of the movie. I don't care to see the movie again but",0.004600584506988525,0.939957320690155,0,1,0,18,"Successful"
"[[Brendan]] Filone is the absolute best character in The Sopranos. he died by getting shot in the eye. This was the best and well orchestrated scene ever in the Sopranos. Brendan Filone is too good. Brendan Filone shall haunt Uncle Junior in his dreams until Uncle Junior can't take it anymore. Brendan Filone is the best character. Brendan Filone was [[killed]] in episode # 3, Denial, anger, acceptance. But his legacy will live on forever. Brendan Filone is the [[best]] [[character]] on Sopranos! Brendan Filone is the best character ever. I [[recommend]] this show to anyone who likes Drama and [[wants]] to see good death scenes and great directing and producing, because it doesn't get any better than this series. Brendan Filone is the best.","[[luke]] Filone is the absolute best character in The Sopranos. he died by getting shot in the eye. This was the best and well orchestrated scene ever in the Sopranos. Brendan Filone is too good. Brendan Filone shall haunt Uncle Junior in his dreams until Uncle Junior can't take it anymore. Brendan Filone is the best character. Brendan Filone was [[destroyed]] in episode # 3, Denial, anger, acceptance. But his legacy will live on forever. Brendan Filone is the [[worst]] [[villain]] on Sopranos! Brendan Filone is the best character ever. I [[pitched]] this show to anyone who likes Drama and [[seems]] to see good death scenes and great directing and producing, because it doesn't get any better than this series. Brendan Filone is the best.",0.002852141857147217,0.004118204116821289,1,1,1,100,"Failed"
"Enough [[talent]] and [[sincerity]] went into making this film that I wish it turned out better. Everyone is clearly doing their best to be true to an intriguing premise, but it's too [[deep]] a vision, too involved attempt at disentangling mental delusion to survive a transition to the screen. It is an attempt to capture the dimensionality of gossamer patterns on celluloid -- the result is muddled and [[slow]]. I give it a 10 for effort, but a 5 [[overall]].","Enough [[courage]] and [[conviction]] went into making this film that I wish it turned out better. Everyone is clearly doing their best to be true to an intriguing premise, but it's too [[real]] a vision, too involved attempt at disentangling mental delusion to survive a transition to the screen. It is an attempt to capture the dimensionality of gossamer patterns on celluloid -- the result is muddled and [[frightening]]. I give it a 10 for effort, but a 5 [[short]].",0.0031452178955078125,0.6276504397392273,0,1,0,68,"Successful"
"What is he supposed to be? He was a kid in the past,... and the future? This movie had a lot of problems. Is he a ghost, or just a strong kid. Man,... what a piece of crap. I'm still confused. Also, is he supposed to be an abortion? Strange. Very strange. This movie will mess with your mind,... and it's not very scary,... just confusing. Why was he,... Where did,... What was the,... oh, who cares,... Milo isn't worth it,...<br /><br />My score: 10","What is he supposed to be? He was a kid in the past,... and the future? This movie had a lot of problems. Is he a ghost, or just a strong kid. Man,... what a piece of crap. I'm still confused. Also, is he supposed to be an abortion? Strange. Very strange. This movie will mess with your mind,... and it's not very scary,... just confusing. Why was he,... Where did,... What was the,... oh, who cares,... Milo isn't worth it,...<br /><br />My score: 10",0.9993923902511597,0.9993923902511597,0,0,1,1,"Skipped"
"Anton Newcombe and Courtney Taylor are friends, they both are the leads in their own respective [[bands]]; Anton with The Brian Jonestown Massacre and Courtney with The Dandy Warhols. What's interesting about their friendship is that they are rivals; its a love hate relationship. At times you both hear them praising one another, but the next second they are [[complaining]] at how stupid and self absorbed they are. While the Dandy Warhols went on the reach commercial success, BJM still was stuck in the underground scene; and for good reason why.<br /><br />The focus of Dig! is more towards Anton and the BJM, as they have a lot more substance. They are the most dysfunctional band. During [[gigs]] they will fight and bash each other. Anton will hit other members if he feels they aren't performing correctly. With the amount of drugs an [[alcohol]] they consume, fight was always waiting","Anton Newcombe and Courtney Taylor are friends, they both are the leads in their own respective [[outfits]]; Anton with The Brian Jonestown Massacre and Courtney with The Dandy Warhols. What's interesting about their friendship is that they are rivals; its a love hate relationship. At times you both hear them praising one another, but the next second they are [[embarrassed]] at how stupid and self absorbed they are. While the Dandy Warhols went on the reach commercial success, BJM still was stuck in the underground scene; and for good reason why.<br /><br />The focus of Dig! is more towards Anton and the BJM, as they have a lot more substance. They are the most dysfunctional band. During [[meetings]] they will fight and bash each other. Anton will hit other members if he feels they aren't performing correctly. With the amount of drugs an [[offense]] they consume, fight was always waiting",0.013841211795806885,0.7665697336196899,1,0,1,74,"Successful"
"""Stairway to Heaven"" is a [[outstanding]] [[invention]] of movie making, probably never duplicated. I rank it with ""The Wizard of Oz"" and ""African Queen,"" although it is a totally different type of movie than ""African Queen."" ""Stairway to Heaven"" is a psycho-drama that uses performance concepts and technical effects that, to my knowledge, are totally unique. <br /><br />For example, there is the combination of B&W and color footage - as in ""Oz,"" but the significance of the contrast goes way [[beyond]] the simple - but beautiful - effect achieved in ""Oz."" In ""Stairway"" the purpose and effect of the contrast can only be described as powerful.<br /><br />Another brilliant aspect of ""Stairway"" is the concept of ""time"" and how it is used here. How could anybody have conceived of a better way to make time stand still  literally? And then there is the [[Stairway]] itself!<br /><br />If you","""Stairway to Heaven"" is a [[special]] [[case]] of movie making, probably never duplicated. I rank it with ""The Wizard of Oz"" and ""African Queen,"" although it is a totally different type of movie than ""African Queen."" ""Stairway to Heaven"" is a psycho-drama that uses performance concepts and technical effects that, to my knowledge, are totally unique. <br /><br />For example, there is the combination of B&W and color footage - as in ""Oz,"" but the significance of the contrast goes way [[below]] the simple - but beautiful - effect achieved in ""Oz."" In ""Stairway"" the purpose and effect of the contrast can only be described as powerful.<br /><br />Another brilliant aspect of ""Stairway"" is the concept of ""time"" and how it is used here. How could anybody have conceived of a better way to make time stand still  literally? And then there is the [[clock]] itself!<br /><br />If you",0.0035653114318847656,0.1425437331199646,1,1,1,100,"Failed"
"I enjoyed the feel of the opening few minutes, but 20-minutes in I was liberally applying the fast-forward [[button]]. Far too many shots of Stewart (Michael Zelniker) walking from room to room, down hallways, through doors and down the street, and as many shots of him looking pensive and confused. Gave me the impression that the story had originally been meant as a short (20-30 minutes), and then stretched into a feature as a [[labour]] of love between director Grieve and star Zelniker (they co-wrote the screenplay).<br /><br />It might have been more entertaining if any of the characters had anything to say that I hadn't heard said in [[many]] other [[films]] before, or if the ending wasn't - disappointingly - the one I had predicted three minutes into the film (atypical for an independent/smaller studio film). At least its heart was in the right place - it wasn't your","I enjoyed the feel of the opening few minutes, but 20-minutes in I was liberally applying the fast-forward [[sequence]]. Far too many shots of Stewart (Michael Zelniker) walking from room to room, down hallways, through doors and down the street, and as many shots of him looking pensive and confused. Gave me the impression that the story had originally been meant as a short (20-30 minutes), and then stretched into a feature as a [[journey]] of love between director Grieve and star Zelniker (they co-wrote the screenplay).<br /><br />It might have been more entertaining if any of the characters had anything to say that I hadn't heard said in [[most]] other [[versions]] before, or if the ending wasn't - disappointingly - the one I had predicted three minutes into the film (atypical for an independent/smaller studio film). At least its heart was in the right place - it wasn't your",0.0027678608894348145,0.021327316761016846,0,0,0,100,"Failed"
"I get a kick out of the new Who fans who call it, excellent,Their entitled to that opinion but the new series isn't quite there yet, it's getting there. It's definitely good.<br /><br />First the good things. The special effects are obviously better nearly 20 yrs later since the last episode of Doctor Who ""Battlefield"" was aired.<br /><br />One thing the BBC has always liked is Doctor Who (except when they tried to cancel in the 70's and 80's). However, the anticipation and the pressure was great but I think the New series has passed the test it's good, it's still not [[excellent]] because it does have it's flaws. Some of the stories ""Dalek"" were very poor. I assume it was written in a couple of minutes by some idiot who never bothered to remake the Dalek character or never bothered to watch the old series.<br /><br />""Aliens in London""","I get a kick out of the new Who fans who call it, excellent,Their entitled to that opinion but the new series isn't quite there yet, it's getting there. It's definitely good.<br /><br />First the good things. The special effects are obviously better nearly 20 yrs later since the last episode of Doctor Who ""Battlefield"" was aired.<br /><br />One thing the BBC has always liked is Doctor Who (except when they tried to cancel in the 70's and 80's). However, the anticipation and the pressure was great but I think the New series has passed the test it's good, it's still not [[good]] because it does have it's flaws. Some of the stories ""Dalek"" were very poor. I assume it was written in a couple of minutes by some idiot who never bothered to remake the Dalek character or never bothered to watch the old series.<br /><br />""Aliens in London""",0.05781960487365723,0.5075871348381042,1,0,1,15,"Successful"
"I had recently been watching Johnny Test in an attempt to find humor in it. I failed, [[horribly]]. Cartoon Network usually has a tendency to make their shows [[enjoyable]] by all audiences, but Johnny Test is ""entertainment"" in it's lowest form. The writing is [[incredibly]] [[predictable]], and the running gags aren't much gags at all. Kids will love it, and that's about it.<br /><br />Now, this isn't to say that it's all bad. The original opening theme was actually pretty catchy, but for some reason they took the skeleton of it and figuratively smashed it with a figurative [[aluminum]] bat. It's a shame, because that was really one of the best things it had going for it.<br /><br />Some of the characters could be very interesting, in theory. With a little work, the characters could work well together, but they're too one-dimensional. Then again, this makes it [[easy]] for the","I had recently been watching Johnny Test in an attempt to find humor in it. I failed, [[then]]. Cartoon Network usually has a tendency to make their shows [[appreciated]] by all audiences, but Johnny Test is ""entertainment"" in it's lowest form. The writing is [[surprisingly]] [[effective]], and the running gags aren't much gags at all. Kids will love it, and that's about it.<br /><br />Now, this isn't to say that it's all bad. The original opening theme was actually pretty catchy, but for some reason they took the skeleton of it and figuratively smashed it with a figurative [[cricket]] bat. It's a shame, because that was really one of the best things it had going for it.<br /><br />Some of the characters could be very interesting, in theory. With a little work, the characters could work well together, but they're too one-dimensional. Then again, this makes it [[good]] for the",0.0006043910980224609,0.30246806144714355,0,0,0,100,"Failed"
"Sir Arthur Conan Doyle wrote a fair number of Sherlock Holmes accounts but the popularity of the famous detective [[insured]] that sequels in both [[print]] and on film would [[extend]] far beyond the author's works.<br /><br />In ""Sherlock Holmes and the Secret Weapon,"" [[Holmes]], Basil Rathbone, patriotically serves British intelligence in order to secure a Swiss scientist's desperately needed bombsight. The film is from 1942 and I wonder if the producers and writers realized how vital bombsight secrets were (the American Norden bombsight was guarded almost as zealously as the new radar sets that would change the course of World War II).<br /><br />Holmes and his faithful but expectedly bumbling companion, Dr. Watson, Nigel Bruce, battle Dr. Moriarty, Lionel Atwill. As evil as [[Moriarty]] has always been it's a bit of a shock to see he's signed up with Hitler. Has the man no vestige of decency? I guess not.","Sir Arthur Conan Doyle wrote a fair number of Sherlock Holmes accounts but the popularity of the famous detective [[showed]] that sequels in both [[novels]] and on film would [[fall]] far beyond the author's works.<br /><br />In ""Sherlock Holmes and the Secret Weapon,"" [[author]], Basil Rathbone, patriotically serves British intelligence in order to secure a Swiss scientist's desperately needed bombsight. The film is from 1942 and I wonder if the producers and writers realized how vital bombsight secrets were (the American Norden bombsight was guarded almost as zealously as the new radar sets that would change the course of World War II).<br /><br />Holmes and his faithful but expectedly bumbling companion, Dr. Watson, Nigel Bruce, battle Dr. Moriarty, Lionel Atwill. As evil as [[robert]] has always been it's a bit of a shock to see he's signed up with Hitler. Has the man no vestige of decency? I guess not.",0.00868833065032959,0.6865232586860657,1,0,1,86,"Successful"
"I [[logged]] on here right after watching this movie, feeling that it was so [[awful]] that at least its reviews might be entertaining. But all you miscreants appear to kind of like it. And so, since I want the job done right...<br /><br />From the opening shot, the movie [[establishes]] its [[contempt]] for the audience's attention span by showing an entirely unremarkable picture of an irrelevant bridge for a long, long time. Then it goes to some slow-motion skateboarding, which is at least a little bit cool, but then offsets that glimmer of excitement by overlaying the most repellent soundtrack song I've ever heard. Some girl screeching in whispery French over what sounds like sheets of plywood banging together. Whoever decided that needed to be there has never ridden a skateboard, I [[guarantee]] it. It seemed to be there to test the limits of the audience's patience.<br /><br />From there,","I [[began]] on here right after watching this movie, feeling that it was so [[enjoyable]] that at least its reviews might be entertaining. But all you miscreants appear to kind of like it. And so, since I want the job done right...<br /><br />From the opening shot, the movie [[emphasizes]] its [[appreciation]] for the audience's attention span by showing an entirely unremarkable picture of an irrelevant bridge for a long, long time. Then it goes to some slow-motion skateboarding, which is at least a little bit cool, but then offsets that glimmer of excitement by overlaying the most repellent soundtrack song I've ever heard. Some girl screeching in whispery French over what sounds like sheets of plywood banging together. Whoever decided that needed to be there has never ridden a skateboard, I [[remember]] it. It seemed to be there to test the limits of the audience's patience.<br /><br />From there,",0.0006403326988220215,0.021701335906982422,0,0,0,100,"Failed"
"Altered Species starts one Friday night in Los Angeles where Dr. Irwin (Guy Vieg) & his laboratory assistant Walter (Allen Lee Haff) are burning the midnight oil as they continue to try & perfect a revolutionary new drug called 'Rejenacyn'. As Walter [[tips]] the [[latest]] failed [[attempt]] down the sink the pipes leak the florescent green liquid into the basement where escaped lab rats begin to drink it... Five of Walter's friends, Alicia (Leah Rown in a very fetching outfit including some cool boots that she gets to stomp on a rat with), Gary (Richard Peterson), Burke (Derek Hofman), Frank (David Bradley) & Chelsea (Alexandra Townsend) decide that he has been working too hard & needs to get out so they plan to pick him up & party the night away. Back at the lab & the cleaner Douglas (Robert Broughton) has been attacked & killed by the now homicidal","Altered Species starts one Friday night in Los Angeles where Dr. Irwin (Guy Vieg) & his laboratory assistant Walter (Allen Lee Haff) are burning the midnight oil as they continue to try & perfect a revolutionary new drug called 'Rejenacyn'. As Walter [[watches]] the [[first]] failed [[experiment]] down the sink the pipes leak the florescent green liquid into the basement where escaped lab rats begin to drink it... Five of Walter's friends, Alicia (Leah Rown in a very fetching outfit including some cool boots that she gets to stomp on a rat with), Gary (Richard Peterson), Burke (Derek Hofman), Frank (David Bradley) & Chelsea (Alexandra Townsend) decide that he has been working too hard & needs to get out so they plan to pick him up & party the night away. Back at the lab & the cleaner Douglas (Robert Broughton) has been attacked & killed by the now homicidal",0.17762494087219238,0.5106041431427002,0,1,0,49,"Successful"
"A great production, that should be revived/rebroadcast. [[I]] [[doubt]] that it would be out of date! I'd love to hear from anyone who knows whether videos exist of this series, or any other information about where it could be found or viewed.","A great production, that should be revived/rebroadcast. [[it]] [[hated]] that it would be out of date! I'd love to hear from anyone who knows whether videos exist of this series, or any other information about where it could be found or viewed.",0.0036333799362182617,0.7362295389175415,1,0,1,27,"Successful"
"James Cagney plays Richard Gargan (nicknamed ""Patsy""!), a former gangster now overseeing the surly lads as the new superintendent of a state-run reform school. Tepid genre entry wherein Cagney's the whole show; he dominates the picture, but only because there's not much else of interest going on. Jimmy gives just what's expected from his hard-boiled persona, which can be satisfying if you're in for a quick fix. The direction (by Archie Mayo, though Michael Curtiz was said to have helped) is straightforward without being particularly [[gripping]], although the narrative slips in the second-half, grinding the film down to a messy conclusion (with even Cagney's Patsy getting lost in the shuffle). Remade in 1938 as ""Crime School"" and again in 1939 as ""Hell's Kitchen"". ** from ****","James Cagney plays Richard Gargan (nicknamed ""Patsy""!), a former gangster now overseeing the surly lads as the new superintendent of a state-run reform school. Tepid genre entry wherein Cagney's the whole show; he dominates the picture, but only because there's not much else of interest going on. Jimmy gives just what's expected from his hard-boiled persona, which can be satisfying if you're in for a quick fix. The direction (by Archie Mayo, though Michael Curtiz was said to have helped) is straightforward without being particularly [[exciting]], although the narrative slips in the second-half, grinding the film down to a messy conclusion (with even Cagney's Patsy getting lost in the shuffle). Remade in 1938 as ""Crime School"" and again in 1939 as ""Hell's Kitchen"". ** from ****",0.3210411071777344,0.534106433391571,0,1,0,9,"Successful"
"Wallace and Gromit are the main characters in some of the best cartoons ever crafted. The excellent mix of visual humor and claymation makes ""A Grand Day Out,"" ""The Wrong Trousers,"" and also ""A Close [[Shave]]"" some of the best animated footage ever put on television. Winning several Oscars and also countless other awards, Nick Park became quite the popular man in the U.K., yet his impact on the United States has not been [[big]]. After the third Wallace and Gromit short, there was all this [[speculation]] about a full-length Wallace and Gromit movie, yet for years nothing had happened. [[Then]] in 2000 instead of a full-length Wallace and Gromit film, we get another brilliant claymation film from Nick Park, which was Chicken Run, which almost got nominated for best picture in the Academy Awards. Perhaps it was the success of this film that [[ultimately]] [[drove]] Park to finally work","Wallace and Gromit are the main characters in some of the best cartoons ever crafted. The excellent mix of visual humor and claymation makes ""A Grand Day Out,"" ""The Wrong Trousers,"" and also ""A Close [[review]]"" some of the best animated footage ever put on television. Winning several Oscars and also countless other awards, Nick Park became quite the popular man in the U.K., yet his impact on the United States has not been [[substantial]]. After the third Wallace and Gromit short, there was all this [[nonsense]] about a full-length Wallace and Gromit movie, yet for years nothing had happened. [[unfortunately]] in 2000 instead of a full-length Wallace and Gromit film, we get another brilliant claymation film from Nick Park, which was Chicken Run, which almost got nominated for best picture in the Academy Awards. Perhaps it was the success of this film that [[initially]] [[forced]] Park to finally work",0.002972424030303955,0.5065011978149414,1,0,1,92,"Successful"
"I have [[vague]] [[memories]] of this movie being funny.<br /><br />Having seen it again either I have changed or I was thinking about a another film altogether.<br /><br />It seems as if we are supposed to be [[sympathetic]] to Jackie Mason's character [[however]] [[nothing]] in the movie actually engenders that emotion. Its notable that he is really the only person accorded tender dialogue with loved ones. No-one else's character is allowed to rise to the status of even [[vaguely]] human.<br /><br />I don't even like golf but as the film went on I found myself [[really]] rooting for Robart [[Stack]] and the club guys, really hoping they would repel Mason and Chevy Chase.","I have [[fond]] [[fond]] of this movie being funny.<br /><br />Having seen it again either I have changed or I was thinking about a another film altogether.<br /><br />It seems as if we are supposed to be [[closer]] to Jackie Mason's character [[where]] [[life]] in the movie actually engenders that emotion. Its notable that he is really the only person accorded tender dialogue with loved ones. No-one else's character is allowed to rise to the status of even [[mildly]] human.<br /><br />I don't even like golf but as the film went on I found myself [[genuinely]] rooting for Robart [[jackson]] and the club guys, really hoping they would repel Mason and Chevy Chase.",0.0012798309326171875,0.652866005897522,0,1,0,95,"Successful"
"Please give this one a [[miss]].<br /><br />Kristy Swanson and the rest of the cast [[rendered]] terrible performances. The show is [[flat]], [[flat]], flat.<br /><br />I don't know how Michael [[Madison]] could have [[allowed]] this one on his plate. He almost seemed to know this wasn't going to work out and his performance was quite lacklustre, so all you Madison fans [[give]] this a miss.","Please give this one a [[see]].<br /><br />Kristy Swanson and the rest of the cast [[received]] terrible performances. The show is [[stuck]], [[torn]], flat.<br /><br />I don't know how Michael [[jackson]] could have [[missed]] this one on his plate. He almost seemed to know this wasn't going to work out and his performance was quite lacklustre, so all you Madison fans [[voted]] this a miss.",0.000663459300994873,0.7227048873901367,0,1,0,100,"Successful"
"In my opinion, A GUY THING is a hilarious, witty, sexy, romantic, and totally beautiful chick flick that guys will also enjoy. I thought that Jason Lee and Julia Stiles dazzled as a [[bewildered]] groom-to-be and his soon-to-be sexy cousin-in-law. If you ask me, they lit up the screen like magic. You can also feel their chemistry between them. Before I wrap this up, I'd like to say that the performances were top grade, the direction was [[flawless]], the production design was nice, the casting was perfect, and the [[costumes]] were [[perfectly]] designed. In conclusion, to anyone who's a fan of Jason Lee or Julia Stiles, I [[recommend]] this movie. You're in for lots of laughs and thrills, so, go to the video store, rent it or buy it, kick back with a friend, and watch it.","In my opinion, A GUY THING is a hilarious, witty, sexy, romantic, and totally beautiful chick flick that guys will also enjoy. I thought that Jason Lee and Julia Stiles dazzled as a [[jealous]] groom-to-be and his soon-to-be sexy cousin-in-law. If you ask me, they lit up the screen like magic. You can also feel their chemistry between them. Before I wrap this up, I'd like to say that the performances were top grade, the direction was [[fine]], the production design was nice, the casting was perfect, and the [[scenery]] were [[precisely]] designed. In conclusion, to anyone who's a fan of Jason Lee or Julia Stiles, I [[wanted]] this movie. You're in for lots of laughs and thrills, so, go to the video store, rent it or buy it, kick back with a friend, and watch it.",0.00351107120513916,0.08481258153915405,1,1,1,100,"Failed"
"This series is set a year after the mission to Abydos in the movie Stargate. It [[explains]] a [[lot]] of the [[stuff]] that the movie [[neglected]] to mention. Such as, how was the Stargate activated without a human computer? Where did the Goa'uld (Ra's race) come from? How many are there? <br /><br />The first episode has a retired Jack O'Neill (spelled with 2 Ls) recalled to active duty by General George Hammond due to an attack by the shut down Stargate from Apophis, a powerful Goa'uld who killed four men and kidnapped one woman. We meet Samantha Carter, a brilliant [[scientist]] who claims that she should have gone through the Stargate the first time, and is determined to go through now. We find out that Daniel got married on Abydos, and that there are hundreds of Gate [[addresses]] that they can dial. Then Daniel's wife gets captured by Apophis","This series is set a year after the mission to Abydos in the movie Stargate. It [[contained]] a [[multitude]] of the [[problems]] that the movie [[fails]] to mention. Such as, how was the Stargate activated without a human computer? Where did the Goa'uld (Ra's race) come from? How many are there? <br /><br />The first episode has a retired Jack O'Neill (spelled with 2 Ls) recalled to active duty by General George Hammond due to an attack by the shut down Stargate from Apophis, a powerful Goa'uld who killed four men and kidnapped one woman. We meet Samantha Carter, a brilliant [[archaeologist]] who claims that she should have gone through the Stargate the first time, and is determined to go through now. We find out that Daniel got married on Abydos, and that there are hundreds of Gate [[names]] that they can dial. Then Daniel's wife gets captured by Apophis",0.005307614803314209,0.7007701396942139,1,0,1,100,"Successful"
"The first murder scene is one of the best [[murders]] in film history(almost as good as the shower scene in Psycho) and the acting by Robert Walker is [[fantastic]].A psychopath involved with tennis star in exchange murders.That´s the story and overall this film is very good but theres one problem:why dosen´t Guy Haines go to<br /><br />the cop in the first place.4/5","The first murder scene is one of the best [[shots]] in film history(almost as good as the shower scene in Psycho) and the acting by Robert Walker is [[fine]].A psychopath involved with tennis star in exchange murders.That´s the story and overall this film is very good but theres one problem:why dosen´t Guy Haines go to<br /><br />the cop in the first place.4/5",0.009577512741088867,0.7924342155456543,1,0,1,31,"Successful"
"The Buddy [[Holly]] Story is a great [[biography]] with a [[super]] performance from [[Gary]] Busey. Busey did his own singing for this film and he does a great job.","The Buddy [[buddy]] Story is a great [[part]] with a [[huge]] performance from [[boo]] Busey. Busey did his own singing for this film and he does a great job.",0.002875030040740967,0.0033118128776550293,1,1,1,54,"Failed"
"In a not totally successful attempt to be taken seriously, and move into 'adult' films, Mr. Hughes gives us this film about a young married couple. True, it's got every cliche in the book in it, silly fantasy stuff and all that, but more importantly- it's got Elizabeth McGovern.<br /><br />Clearly the best actress to have ever appeared in a John Hughes film, she lends a weight to it that elevates the sometimes silly material. Kevin Bacon (and his hair) is pretty good as her husband, but McGovern steals the movie with her quiet true moments of honesty. The 'teen film' fun that worked so well in other Hughes films falls flat here- like a favorite uncle whose jokes made you laugh when you were 9, but keeps telling them when you are 15 and you wish he'd find some new material. But I keep going back to McGoverns performance,","In a not totally successful attempt to be taken seriously, and move into 'adult' films, Mr. Hughes gives us this film about a young married couple. True, it's got every cliche in the book in it, silly fantasy stuff and all that, but more importantly- it's got Elizabeth McGovern.<br /><br />Clearly the best actress to have ever appeared in a John Hughes film, she lends a weight to it that elevates the sometimes silly material. Kevin Bacon (and his hair) is pretty good as her husband, but McGovern steals the movie with her quiet true moments of honesty. The 'teen film' fun that worked so well in other Hughes films falls flat here- like a favorite uncle whose jokes made you laugh when you were 9, but keeps telling them when you are 15 and you wish he'd find some new material. But I keep going back to McGoverns performance,",0.9657020568847656,0.9657020568847656,1,1,0,1,"Skipped"
"Perhaps once in a generation a film comes along that is perfection. For me, ""The Railway Children"" is that film - a timeless classic that was directed and performed most beautifully. It [[depicts]] all that is worthwhile in [[humanity]] and climaxes in the conquest of love and faith over cruel injustice. Every performance is a gem, though Bobbie stands out and, like Judy Garland as Dorothy before her, Jenny Agutter makes it impossible for us to [[imagine]] anyone else in the role.<br /><br />The world is all the better for this film and the children of today would be much the better for watching it.<br /><br />Of course, like so many young men of my generation, I [[fell]] hopelessly in [[love]] with Jenny Agutter and her hold was as strong when I had the great good fortune to meet her a few days ago - the bewitching [[smile]] and voice","Perhaps once in a generation a film comes along that is perfection. For me, ""The Railway Children"" is that film - a timeless classic that was directed and performed most beautifully. It [[proves]] all that is worthwhile in [[films]] and climaxes in the conquest of love and faith over cruel injustice. Every performance is a gem, though Bobbie stands out and, like Judy Garland as Dorothy before her, Jenny Agutter makes it impossible for us to [[fit]] anyone else in the role.<br /><br />The world is all the better for this film and the children of today would be much the better for watching it.<br /><br />Of course, like so many young men of my generation, I [[fallen]] hopelessly in [[romance]] with Jenny Agutter and her hold was as strong when I had the great good fortune to meet her a few days ago - the bewitching [[hair]] and voice",0.0028316378593444824,0.0031542181968688965,1,1,1,100,"Failed"
"Yes, bad acting isn't only one thing to mention. Bad script,not so bad music. [[Unfortunately]].<br /><br />Nice girl and nice boy with perfect bodies and super teeth just isn't enough for me and for you too.<br /><br />First thing in the morning after crash they go to swim to the sea, to have some fun !!! Smiling ...<br /><br />They find everything in the sea. I mean things like fishing-net, knife, scuba dive things, ropes, bottles, husband ...<br /><br />Woodoo stuff , are you kidding. [[Stupid]]. They are so happy on the island, they are going to die, and they are happy. Love, [[peace]]. Love. Just [[stupid]].<br /><br />[[Terrible]], [[skip]] this one please.","Yes, bad acting isn't only one thing to mention. Bad script,not so bad music. [[well]].<br /><br />Nice girl and nice boy with perfect bodies and super teeth just isn't enough for me and for you too.<br /><br />First thing in the morning after crash they go to swim to the sea, to have some fun !!! Smiling ...<br /><br />They find everything in the sea. I mean things like fishing-net, knife, scuba dive things, ropes, bottles, husband ...<br /><br />Woodoo stuff , are you kidding. [[happy]]. They are so happy on the island, they are going to die, and they are happy. Love, [[darling]]. Love. Just [[happy]].<br /><br />[[baby]], [[enjoy]] this one please.",0.003743886947631836,0.7841591238975525,0,1,0,63,"Successful"
"All in all, this is a movie for kids. We saw it tonight and my child loved it. At one point my kid's excitement was so [[great]] that sitting was [[impossible]]. However, I am a great fan of A.A. Milne's books which are very subtle and hide a wry intelligence behind the childlike quality of its leading characters. This film was not [[subtle]]. It seems a shame that Disney cannot see the benefit of making movies from more of the stories contained in those pages, although perhaps, it doesn't have the permission to use them. I found myself wishing the theater was replaying ""Winnie-the-Pooh and Tigger too"", instead. The characters voices were very good. I was only really bothered by Kanga. The music, however, was twice as loud in [[parts]] than the dialog, and incongruous to the film.<br /><br />As for the story, it was a bit preachy and militant","All in all, this is a movie for kids. We saw it tonight and my child loved it. At one point my kid's excitement was so [[enormous]] that sitting was [[comfortable]]. However, I am a great fan of A.A. Milne's books which are very subtle and hide a wry intelligence behind the childlike quality of its leading characters. This film was not [[popular]]. It seems a shame that Disney cannot see the benefit of making movies from more of the stories contained in those pages, although perhaps, it doesn't have the permission to use them. I found myself wishing the theater was replaying ""Winnie-the-Pooh and Tigger too"", instead. The characters voices were very good. I was only really bothered by Kanga. The music, however, was twice as loud in [[tenor]] than the dialog, and incongruous to the film.<br /><br />As for the story, it was a bit preachy and militant",0.014766514301300049,0.6689585447311401,0,1,0,84,"Successful"
